# Arm joint positions + body pose collected at 50.0 Hz
# Timestamp: 20251117_223433
# Format: timestep, arm0.sh0, arm0.sh1, arm0.el0, arm0.el1, arm0.wr0, arm0.wr1, gripper_open_percentage, body_x, body_y, body_z, body_theta
# Body pose is in odom frame (x, y, z in meters, theta in radians)

0, 0.0006597042083740234, -3.1191084384918213, 3.1391215324401855, 1.5675346851348877, -0.0015463829040527344, -1.5696754455566406, 0.0, -2.034551279847984, -3.9434907993990658, -3.942090844907735, -1.5997663848446013
1, 0.0006668567657470703, -3.119093656539917, 3.139129638671875, 1.5675164461135864, -0.0015189647674560547, -1.5696845054626465, 0.0, -2.0345483619952063, -3.9434894519263928, -3.942091124258827, -1.599767985091595
2, 0.000652313232421875, -3.1191084384918213, 3.1391215324401855, 1.5675164461135864, -0.0015463829040527344, -1.5696754455566406, 0.0, -2.03454470228836, -3.9434938295028257, -3.9420876525361246, -1.5997595538708635
3, 0.0006742477416992188, -3.1191012859344482, 3.1391215324401855, 1.5675346851348877, -0.0015189647674560547, -1.5696845054626465, 0.0, -2.034549680487624, -3.943478408280102, -3.9420904869445708, -1.5997614082022444
4, 0.0006818771362304688, -3.1191012859344482, 3.1391215324401855, 1.5675346851348877, -0.001537322998046875, -1.5697026252746582, 0.0, -2.0345436433701027, -3.943471808679657, -3.9420866497132034, -1.5997443771865072
5, 0.0006597042083740234, -3.1191084384918213, 3.1391215324401855, 1.5675346851348877, -0.0015463829040527344, -1.5696845054626465, 0.0, -2.0345526033312393, -3.94348025535339, -3.942085616064865, -1.5997537319107105
6, 0.0006742477416992188, -3.1191084384918213, 3.139129638671875, 1.5675255060195923, -0.0015463829040527344, -1.569638729095459, 0.0, -2.034559037614116, -3.943458911479025, -3.9420876098425337, -1.599749265878473
7, 0.000652313232421875, -3.1191084384918213, 3.1391215324401855, 1.5675255060195923, -0.0015189647674560547, -1.5696754455566406, 0.0, -2.0345563344539164, -3.9434526071734033, -3.9420858129504017, -1.5997604773743177
8, 0.0006597042083740234, -3.119093656539917, 3.139129638671875, 1.5675346851348877, -0.0015463829040527344, -1.5696845054626465, 0.0, -2.0345543627599727, -3.943450848127986, -3.9420830681976637, -1.5997633431587577
9, 0.0006742477416992188, -3.1191012859344482, 3.139129638671875, 1.567543864250183, -0.001537322998046875, -1.5696935653686523, 0.0, -2.034556399087431, -3.9434275709529616, -3.9420841566168647, -1.5997608927093898
10, 0.0006668567657470703, -3.1191012859344482, 3.139129638671875, 1.567552924156189, -0.001528024673461914, -1.5696754455566406, 0.0, -2.034564530978754, -3.943420060807405, -3.942082861161964, -1.5997630866328585
