# Arm joint positions + body pose collected at 50.0 Hz
# Timestamp: 20251117_232047
# Format: timestep, timestamp_utc, arm0.sh0, arm0.sh1, arm0.el0, arm0.el1, arm0.wr0, arm0.wr1, gripper_open_percentage, body_x, body_y, body_z, body_theta
# Body pose is in odom frame (x, y, z in meters, theta in radians)

0, 1763439647.3927839, 7.724761962890625e-05, -3.118452310562134, 3.138874053955078, 1.5642293691635132, 0.0006542205810546875, -1.568242073059082, 0.022659718990325928, -1.8195026310232385, -5.148023129853862, -4.083234050600615, -0.21154498947255274
1, 1763439647.3994088, 7.724761962890625e-05, -3.1184375286102295, 3.138874053955078, 1.5642201900482178, 0.0006725788116455078, -1.568242073059082, 0.022682666778564453, -1.8195061174752387, -5.14801936336592, -4.083236488966722, -0.21154457230463652
2, 1763439647.424012, 6.985664367675781e-05, -3.1184449195861816, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022674977779388428, -1.8194992363426952, -5.148022768739933, -4.083236519329864, -0.21155145203336367
3, 1763439647.445934, 7.724761962890625e-05, -3.1184375286102295, 3.1388659477233887, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022682666778564453, -1.8195015311512952, -5.148024706440716, -4.0832323499849785, -0.2115592038569556
4, 1763439647.4691598, 9.179115295410156e-05, -3.1184449195861816, 3.138874053955078, 1.564211130142212, 0.0006725788116455078, -1.568251132965088, 0.022667407989501953, -1.819506974708193, -5.148024571501275, -4.083236701517478, -0.211587022810245
5, 1763439647.495121, 9.918212890625e-05, -3.118452310562134, 3.1388659477233887, 1.5642201900482178, 0.0006725788116455078, -1.568242073059082, 0.022682666778564453, -1.819498554648198, -5.148025851572113, -4.0832354130712005, -0.21158175836513848
6, 1763439647.514484, 6.222724914550781e-05, -3.1184449195861816, 3.1388819217681885, 1.564211130142212, 0.0006542205810546875, -1.568242073059082, 0.022682666778564453, -1.8194919136799634, -5.14802760743906, -4.083235393831108, -0.2115942411448435
7, 1763439647.536242, 6.985664367675781e-05, -3.118459463119507, 3.1388819217681885, 1.5642293691635132, 0.0006816387176513672, -1.5682601928710938, 0.022667407989501953, -1.8195010633577224, -5.14802129522689, -4.0832418314056715, -0.21159353428808725
8, 1763439647.56026, 7.724761962890625e-05, -3.118459463119507, 3.138874053955078, 1.564238429069519, 0.0006633996963500977, -1.568242073059082, 0.022682666778564453, -1.819496102218559, -5.1480154629076695, -4.083238352675359, -0.21159523625272758
9, 1763439647.579112, 6.985664367675781e-05, -3.1184375286102295, 3.1388819217681885, 1.5642201900482178, 0.0006542205810546875, -1.5682330131530762, 0.022667407989501953, -1.8194969786519959, -5.148026546631574, -4.083233513050921, -0.21156766699661667
10, 1763439647.6017861, 7.724761962890625e-05, -3.118459463119507, 3.1388819217681885, 1.5642201900482178, 0.0006725788116455078, -1.568242073059082, 0.022682666778564453, -1.819494262789172, -5.148021995624918, -4.083236722005448, -0.2115665281569834
11, 1763439647.626234, 7.724761962890625e-05, -3.1184449195861816, 3.1388819217681885, 1.564238429069519, 0.0006725788116455078, -1.568251132965088, 0.022690236568450928, -1.819495114816857, -5.148010315828508, -4.08323829884308, -0.2115430934341198
12, 1763439647.644844, 6.222724914550781e-05, -3.1184449195861816, 3.138874053955078, 1.5642201900482178, 0.0006725788116455078, -1.5682330131530762, 0.022674977779388428, -1.819489998669108, -5.14801542676521, -4.0832361960688495, -0.21154754505801066
13, 1763439647.667518, 8.440017700195312e-05, -3.118459463119507, 3.138874053955078, 1.5642293691635132, 0.0006633996963500977, -1.5682601928710938, 0.022682666778564453, -1.819490380089775, -5.148016291439909, -4.083237891328839, -0.21154657146125455
14, 1763439647.6934521, 7.724761962890625e-05, -3.1184375286102295, 3.138874053955078, 1.5642293691635132, 0.0006633996963500977, -1.5682601928710938, 0.022682666778564453, -1.8194825372619474, -5.148012361013724, -4.083231747166285, -0.21155803395020722
15, 1763439647.713879, 7.724761962890625e-05, -3.1184375286102295, 3.1388819217681885, 1.564238429069519, 0.0006542205810546875, -1.568251132965088, 0.022674977779388428, -1.81949216463806, -5.1480165602850905, -4.083234269291314, -0.21156222329293328
16, 1763439647.741157, 7.724761962890625e-05, -3.118459463119507, 3.1388819217681885, 1.5642293691635132, 0.0006725788116455078, -1.5682601928710938, 0.022682666778564453, -1.8194899113012097, -5.1480127451196775, -4.083235149367551, -0.21156237148392965
17, 1763439647.757886, 8.440017700195312e-05, -3.118452310562134, 3.138874053955078, 1.564211130142212, 0.0006725788116455078, -1.5682601928710938, 0.022667407989501953, -1.819485604049569, -5.148012941658746, -4.0832336206353075, -0.2115582881066853
18, 1763439647.7785668, 7.724761962890625e-05, -3.118452310562134, 3.138874053955078, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022674977779388428, -1.8194867760721554, -5.1480167142267375, -4.083235717959742, -0.21156158830312766
19, 1763439647.7979069, 7.724761962890625e-05, -3.118452310562134, 3.138874053955078, 1.564238429069519, 0.0006816387176513672, -1.5682601928710938, 0.022690236568450928, -1.8194895444999317, -5.148011848237191, -4.083240802116198, -0.21155948845397532
20, 1763439647.8231769, 8.440017700195312e-05, -3.1184449195861816, 3.138874053955078, 1.5642293691635132, 0.0006816387176513672, -1.5682601928710938, 0.022682666778564453, -1.8194761620971414, -5.148012725424959, -4.083233209159802, -0.21155972332797734
21, 1763439647.8420942, 7.724761962890625e-05, -3.118459463119507, 3.138857841491699, 1.5642201900482178, 0.0006451606750488281, -1.568242073059082, 0.022667407989501953, -1.8194767354077221, -5.148010930067443, -4.083237450031083, -0.21157772469972258
22, 1763439647.8649652, 9.179115295410156e-05, -3.1184449195861816, 3.138874053955078, 1.5642293691635132, 0.0006725788116455078, -1.5682330131530762, 0.022682666778564453, -1.8194755247152412, -5.147998514335987, -4.083236935469433, -0.2115760716537496
23, 1763439647.887733, 8.440017700195312e-05, -3.118459463119507, 3.138874053955078, 1.564238429069519, 0.0006633996963500977, -1.568242073059082, 0.022705495357513428, -1.8194760640848209, -5.1480058553577255, -4.083236097367493, -0.21157627912096366
24, 1763439647.911507, 6.985664367675781e-05, -3.1184449195861816, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682783126831055, 0.022682666778564453, -1.8194808452584623, -5.148011671125521, -4.083241143096578, -0.21156526120789287
25, 1763439647.943132, 9.179115295410156e-05, -3.118459463119507, 3.1388819217681885, 1.5642201900482178, 0.0006816387176513672, -1.568251132965088, 0.022659718990325928, -1.8194803371075094, -5.148005613569455, -4.083237202216293, -0.21157205201565077
26, 1763439647.954632, 7.724761962890625e-05, -3.1184449195861816, 3.138874053955078, 1.564238429069519, 0.0006633996963500977, -1.5682601928710938, 0.022682666778564453, -1.8194790515265373, -5.1480061600073626, -4.083236743716504, -0.21156473218309202
27, 1763439647.974764, 7.724761962890625e-05, -3.1184375286102295, 3.1388659477233887, 1.5642201900482178, 0.0006908178329467773, -1.568242073059082, 0.022682666778564453, -1.8194862574408566, -5.148011918428392, -4.083234372461294, -0.211571161436777
28, 1763439647.996851, 9.918212890625e-05, -3.1184449195861816, 3.1388659477233887, 1.5642293691635132, 0.0006451606750488281, -1.5682692527770996, 0.022674977779388428, -1.8194897781065507, -5.148003392478079, -4.083236357332875, -0.21157160154750443
29, 1763439648.022186, 9.179115295410156e-05, -3.118452310562134, 3.138874053955078, 1.5642293691635132, 0.0006725788116455078, -1.568251132965088, 0.022652089595794678, -1.8194950789488598, -5.148010909593205, -4.083236823638917, -0.21157917999463471
30, 1763439648.044342, 7.724761962890625e-05, -3.118452310562134, 3.1388659477233887, 1.5642293691635132, 0.0006725788116455078, -1.568251132965088, 0.022667407989501953, -1.8195041984005749, -5.14801438873914, -4.083239023664962, -0.21157097548149473
31, 1763439648.06495, 7.724761962890625e-05, -3.1184449195861816, 3.1388819217681885, 1.564211130142212, 0.0006816387176513672, -1.5682692527770996, 0.022659718990325928, -1.8194964368406676, -5.148006315629201, -4.083233530510125, -0.2115595130019079
32, 1763439648.0906508, 8.440017700195312e-05, -3.1184818744659424, 3.138874053955078, 1.5642201900482178, 0.0006542205810546875, -1.5682783126831055, 0.022667407989501953, -1.8195086890216743, -5.148019904974949, -4.083233866863796, -0.2115721906461756
33, 1763439648.111968, 6.985664367675781e-05, -3.1184375286102295, 3.138889789581299, 1.5642201900482178, 0.0006542205810546875, -1.568251132965088, 0.022697925567626953, -1.8195153317788746, -5.148026087657451, -4.083238643763406, -0.2115709228979954
34, 1763439648.134109, 8.440017700195312e-05, -3.118467092514038, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682783126831055, 0.022652089595794678, -1.8195108045076864, -5.1480205742354785, -4.0832386839481165, -0.21157861320300242
35, 1763439648.15697, 8.440017700195312e-05, -3.118459463119507, 3.1388659477233887, 1.5642201900482178, 0.0006633996963500977, -1.568251132965088, 0.022682666778564453, -1.8195185859233538, -5.1480185373490075, -4.083236853615015, -0.21157055911388678
36, 1763439648.1774049, 6.985664367675781e-05, -3.1184449195861816, 3.1388659477233887, 1.5642201900482178, 0.0006816387176513672, -1.568251132965088, 0.022705495357513428, -1.8195248510259017, -5.148021864385021, -4.083239268443949, -0.21157223813125103
37, 1763439648.200657, 9.179115295410156e-05, -3.118459463119507, 3.138874053955078, 1.5642293691635132, 0.0006816387176513672, -1.5682601928710938, 0.022682666778564453, -1.8195273320821663, -5.148015816573572, -4.083234017006671, -0.21158195418489534
38, 1763439648.2257159, 8.440017700195312e-05, -3.1184449195861816, 3.138874053955078, 1.5642201900482178, 0.0006451606750488281, -1.5682144165039062, 0.022674977779388428, -1.819534733661578, -5.148018723434861, -4.083234742301386, -0.21156981672694553
39, 1763439648.246758, 9.179115295410156e-05, -3.118452310562134, 3.138874053955078, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022667407989501953, -1.8195332626741436, -5.148018660576002, -4.083234948694952, -0.2115734132995568
40, 1763439648.268647, 8.440017700195312e-05, -3.1184375286102295, 3.1388819217681885, 1.5642201900482178, 0.0006725788116455078, -1.5682783126831055, 0.022674977779388428, -1.8195379310902466, -5.148018881945017, -4.083234059959428, -0.21157246934074614
41, 1763439648.2941198, 8.440017700195312e-05, -3.118452310562134, 3.138874053955078, 1.564238429069519, 0.0006633996963500977, -1.5682601928710938, 0.022652089595794678, -1.819538749746656, -5.148015203726641, -4.083235759716996, -0.2115900557509489
42, 1763439648.3141508, 6.985664367675781e-05, -3.118452310562134, 3.1388819217681885, 1.5642293691635132, 0.0006633996963500977, -1.568242073059082, 0.022667407989501953, -1.8195325908514035, -5.1480182047735425, -4.083235199566208, -0.21159548542472795
43, 1763439648.338774, 9.179115295410156e-05, -3.118452310562134, 3.138874053955078, 1.5642293691635132, 0.0006542205810546875, -1.5682601928710938, 0.022659718990325928, -1.8195478240800929, -5.148011857061205, -4.083236033757431, -0.2115723300734791
44, 1763439648.3618581, 8.440017700195312e-05, -3.118459463119507, 3.138874053955078, 1.564211130142212, 0.0006633996963500977, -1.5682692527770996, 0.022682666778564453, -1.8195501529630673, -5.148016136459849, -4.083238237550046, -0.211573185117663
45, 1763439648.380917, 8.440017700195312e-05, -3.118452310562134, 3.138874053955078, 1.564238429069519, 0.0006725788116455078, -1.5682601928710938, 0.022674977779388428, -1.8195464726224757, -5.148012120811197, -4.083236004863088, -0.21157197887764223
46, 1763439648.408884, 9.179115295410156e-05, -3.118452310562134, 3.138874053955078, 1.5642201900482178, 0.0006542205810546875, -1.568242073059082, 0.022659718990325928, -1.8195538855917062, -5.148006045539481, -4.0832360551699765, -0.21156775401092798
47, 1763439648.428712, 7.724761962890625e-05, -3.118459463119507, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022659718990325928, -1.819562221634857, -5.148007015793774, -4.083235719041181, -0.21158005080374576
48, 1763439648.449389, 8.440017700195312e-05, -3.1184449195861816, 3.1388659477233887, 1.5642201900482178, 0.0006633996963500977, -1.568242073059082, 0.022667407989501953, -1.8195653918866999, -5.148000194361491, -4.0832363688287545, -0.2115545562863339
49, 1763439648.474494, 7.724761962890625e-05, -3.118452310562134, 3.138874053955078, 1.564211130142212, 0.0006816387176513672, -1.5682601928710938, 0.022682666778564453, -1.819569376902443, -5.148003056289355, -4.083238699363427, -0.21154346876631003
50, 1763439648.496567, 7.724761962890625e-05, -3.118467092514038, 3.138874053955078, 1.5642201900482178, 0.0006816387176513672, -1.5682601928710938, 0.022667407989501953, -1.8195727541910132, -5.148004193505019, -4.083236895766428, -0.21154105995424022
51, 1763439648.514292, 9.918212890625e-05, -3.1184375286102295, 3.138874053955078, 1.5642201900482178, 0.0006542205810546875, -1.568251132965088, 0.022674977779388428, -1.819571156366241, -5.1480067885894565, -4.083241229857186, -0.21153351561920353
52, 1763439648.535403, 8.440017700195312e-05, -3.118452310562134, 3.138874053955078, 1.5642293691635132, 0.0006633996963500977, -1.568242073059082, 0.022667407989501953, -1.8195677845095433, -5.148003586829793, -4.0832373188506015, -0.21151986439990011
53, 1763439648.561322, 7.724761962890625e-05, -3.1184449195861816, 3.1388819217681885, 1.564211130142212, 0.0006451606750488281, -1.568251132965088, 0.022697925567626953, -1.8195682794207895, -5.148006015981113, -4.0832403057553615, -0.21151757414186267
54, 1763439648.5817971, 8.440017700195312e-05, -3.1184375286102295, 3.138874053955078, 1.564211130142212, 0.0006725788116455078, -1.568251132965088, 0.022674977779388428, -1.8195718690031437, -5.148003029191212, -4.083240996842201, -0.21150757877310955
55, 1763439648.605759, 7.724761962890625e-05, -3.118452310562134, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682692527770996, 0.022682666778564453, -1.8195756127865257, -5.147993100958074, -4.083238829371945, -0.21151506830047495
56, 1763439648.630373, 7.724761962890625e-05, -3.118452310562134, 3.138874053955078, 1.5642201900482178, 0.0006633996963500977, -1.5682601928710938, 0.022674977779388428, -1.819582885684464, -5.147991268989606, -4.083241442137904, -0.21151960070921216
57, 1763439648.651716, 8.440017700195312e-05, -3.1184449195861816, 3.138874053955078, 1.564238429069519, 0.0006725788116455078, -1.5682783126831055, 0.022682666778564453, -1.8195760436876052, -5.1479953078154015, -4.083240977973389, -0.21152063357762874
58, 1763439648.6755662, 8.440017700195312e-05, -3.1184375286102295, 3.1388819217681885, 1.5642201900482178, 0.0006633996963500977, -1.5682783126831055, 0.022674977779388428, -1.8195825788742532, -5.147990595854715, -4.083238046860737, -0.2115164724665881
59, 1763439648.699043, 8.440017700195312e-05, -3.118459463119507, 3.138889789581299, 1.564211130142212, 0.0006816387176513672, -1.5682601928710938, 0.022682666778564453, -1.8195859345438543, -5.147987884058087, -4.083240854762534, -0.2115250074422903
60, 1763439648.720779, 7.724761962890625e-05, -3.1184449195861816, 3.138874053955078, 1.5642293691635132, 0.0006725788116455078, -1.5682601928710938, 0.022690236568450928, -1.8195797683062875, -5.147984010395817, -4.083238987823348, -0.21151890056311995
61, 1763439648.746294, 9.918212890625e-05, -3.118459463119507, 3.138889789581299, 1.564238429069519, 0.0006725788116455078, -1.568242073059082, 0.022690236568450928, -1.8195909956372702, -5.1479717143828525, -4.0832392632714, -0.21149892689456262
62, 1763439648.766986, 9.179115295410156e-05, -3.1184449195861816, 3.1388819217681885, 1.5642201900482178, 0.0006725788116455078, -1.5682601928710938, 0.022659718990325928, -1.8195927330971877, -5.1479724147100425, -4.083236149992001, -0.21148440806843993
63, 1763439648.79195, 9.179115295410156e-05, -3.118459463119507, 3.1388819217681885, 1.5642293691635132, 0.0006908178329467773, -1.5682601928710938, 0.022659718990325928, -1.8195921156998454, -5.147976532519374, -4.083239937862148, -0.21148827138361792
64, 1763439648.8167648, 6.985664367675781e-05, -3.118459463119507, 3.1388819217681885, 1.5642293691635132, 0.0006542205810546875, -1.5682601928710938, 0.022690236568450928, -1.8196116663926527, -5.147964048151138, -4.08323885175798, -0.21147775148576198
65, 1763439648.834392, 9.179115295410156e-05, -3.1184449195861816, 3.1388659477233887, 1.5642201900482178, 0.0006542205810546875, -1.568242073059082, 0.022659718990325928, -1.819615021764443, -5.147957509050084, -4.0832378580846775, -0.2114624450187259
66, 1763439648.8563719, 7.724761962890625e-05, -3.1184449195861816, 3.1388819217681885, 1.564238429069519, 0.0006725788116455078, -1.5682601928710938, 0.022667407989501953, -1.81961533684076, -5.147967687684118, -4.0832381465876635, -0.21149443612967378
67, 1763439648.8780842, 6.222724914550781e-05, -3.118452310562134, 3.138874053955078, 1.564238429069519, 0.0006451606750488281, -1.5682692527770996, 0.022667407989501953, -1.8196153773253099, -5.14796089064494, -4.083237381068438, -0.21148609827997333
68, 1763439648.9013162, 7.724761962890625e-05, -3.118452310562134, 3.1388819217681885, 1.5642201900482178, 0.0006542205810546875, -1.5682783126831055, 0.022674977779388428, -1.8196173235882072, -5.147958365834855, -4.083238550637953, -0.21147467805723696
69, 1763439648.923985, 7.724761962890625e-05, -3.118452310562134, 3.1388819217681885, 1.5642201900482178, 0.0006908178329467773, -1.5682601928710938, 0.022667407989501953, -1.8196147772996196, -5.14796702955569, -4.083237698114894, -0.21147710391803987
70, 1763439648.943946, 8.440017700195312e-05, -3.1184449195861816, 3.1388819217681885, 1.564238429069519, 0.0006542205810546875, -1.5682692527770996, 0.022674977779388428, -1.8196224891287245, -5.147958687483239, -4.083237467254079, -0.21148437115335916
71, 1763439648.96756, 8.440017700195312e-05, -3.1184375286102295, 3.138889789581299, 1.5642201900482178, 0.0006542205810546875, -1.568251132965088, 0.022674977779388428, -1.8196267883309862, -5.147962229194633, -4.083239088192929, -0.21148633985762544
72, 1763439648.989742, 9.918212890625e-05, -3.118459463119507, 3.1388819217681885, 1.5642293691635132, 0.0006633996963500977, -1.568242073059082, 0.022652089595794678, -1.8196239076253111, -5.147969066274225, -4.0832366057069045, -0.21149363002166055
73, 1763439649.022709, 7.724761962890625e-05, -3.1184449195861816, 3.138889789581299, 1.564238429069519, 0.0006542205810546875, -1.568251132965088, 0.022690236568450928, -1.819619062015179, -5.1479699268182175, -4.083242269930891, -0.21149196134027548
74, 1763439649.0384939, 7.724761962890625e-05, -3.118459463119507, 3.138889789581299, 1.5642019510269165, 0.0006451606750488281, -1.5682601928710938, 0.022659718990325928, -1.8196127409404865, -5.147970328336032, -4.083241932192566, -0.21147140303306244
75, 1763439649.059196, 6.985664367675781e-05, -3.1184375286102295, 3.138874053955078, 1.564211130142212, 0.0006633996963500977, -1.5682330131530762, 0.022674977779388428, -1.819604210491986, -5.147978488191922, -4.083236280196341, -0.21147369999583798
76, 1763439649.081968, 7.724761962890625e-05, -3.118452310562134, 3.1388819217681885, 1.5642293691635132, 0.0006542205810546875, -1.5682330131530762, 0.022652089595794678, -1.8196148371975238, -5.1479694977976, -4.083241063230169, -0.21146908537970166
77, 1763439649.1009212, 8.440017700195312e-05, -3.118459463119507, 3.138889789581299, 1.564238429069519, 0.0006542205810546875, -1.5682692527770996, 0.022674977779388428, -1.819616535299768, -5.147969387626917, -4.083242692200977, -0.21146919135056397
